feature,importance,ranker,selection_split,selection_scope,n_selection_scopes,n_train_rows,n_train_positive,n_train_negative,rank,fold,feature_strategy,selected_feature_k,selected
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_peakMeanAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6788,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_peakMeanMeanDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6789,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_peakMeanRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6790,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_peakRangeAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6791,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_percentile1_0,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6792,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_quartile1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6793,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_quartile3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6794,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_range,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6795,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_risetime,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6796,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_skewness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6797,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_stddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6798,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_stddevFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6799,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_upleveltime25,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6800,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_upleveltime50,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6801,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_18_upleveltime90,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6802,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_amean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6803,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_centroid,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6804,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_iqr1_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6805,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_iqr2_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6806,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_kurtosis,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6807,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_leftctime,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6808,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_linregc2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6809,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_lpc4,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6810,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_lpgain,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6811,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_maxPos,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6812,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_meanFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6813,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_meanPeakDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6814,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_meanSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6815,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_minPos,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6816,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_minSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6817,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_pctlrange0_1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6818,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_peakMeanAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6819,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_peakMeanMeanDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6820,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_peakMeanRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6821,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_peakRangeAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6822,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_percentile99_0,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6823,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_qregerrQ,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6824,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_quartile1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6825,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_quartile3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6826,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_range,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6827,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_rqmean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6828,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_skewness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6829,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_stddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6830,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_upleveltime25,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6831,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_upleveltime50,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6832,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_upleveltime75,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6833,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_amean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6834,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_flatness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6835,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_iqr1_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6836,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_iqr2_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6837,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_linregc1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6838,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_lpc0,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6839,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_lpc1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6840,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_lpc3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6841,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_lpc4,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6842,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_maxSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6843,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_meanPeakDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6844,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_minPos,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6845,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_pctlrange0_1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6846,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_peakDistStddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6847,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_peakMeanMeanDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6848,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_peakRangeAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6849,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_peakRangeRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6850,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_qregc3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6851,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_quartile1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6852,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_quartile3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6853,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_range,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6854,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_rqmean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6855,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_skewness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6856,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_stddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6857,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_stddevFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6858,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_upleveltime90,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6859,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_amean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6860,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_flatness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6861,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_iqr1_2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6862,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_iqr1_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6863,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_leftctime,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6864,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_linregc2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6865,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_lpgain,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6866,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_maxPos,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6867,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_meanFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6868,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_meanRisingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6869,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_meanSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6870,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_pctlrange0_1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6871,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_peakDistStddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6872,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_peakMeanAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6873,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_peakMeanMeanDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6874,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_peakMeanRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6875,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_peakRangeRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6876,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_qregc3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6877,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_qregerrQ,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6878,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_quartile1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6879,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_quartile2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6880,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_quartile3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6881,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_range,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6882,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_rqmean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6883,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_skewness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6884,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_stddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6885,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_stddevFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6886,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_upleveltime25,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6887,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_upleveltime90,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6888,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_amean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6889,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_centroid,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6890,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_iqr1_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6891,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_iqr2_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6892,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_leftctime,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6893,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_linregc1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6894,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_lpc1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6895,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_lpc2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6896,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_lpgain,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6897,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_meanPeakDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6898,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_minRangeRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6899,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_minSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6900,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_pctlrange0_1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6901,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_peakMeanMeanDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6902,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_peakMeanRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6903,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_percentile1_0,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6904,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_percentile99_0,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6905,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_qregc3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6906,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_quartile2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6907,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_quartile3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6908,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_range,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6909,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_rqmean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6910,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_segLenStddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6911,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_skewness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6912,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_stddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6913,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_stddevFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6914,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_stddevRisingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6915,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_upleveltime25,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6916,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_upleveltime50,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6917,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_upleveltime75,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6918,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_upleveltime90,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6919,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_amean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6920,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_flatness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6921,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_iqr1_2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6922,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_iqr1_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6923,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_lpgain,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6924,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_meanFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6925,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_meanRisingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6926,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_minSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6927,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_pctlrange0_1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6928,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_peakDistStddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6929,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_peakMeanMeanDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6930,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_peakMeanRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6931,3,compare_is10_top800_lightgbm,800.0,False
